time,battery_level,battery_status,battery_health,battery_adaptor
1612195811.656,96,2,2,2
1612195991.606,96,2,2,2
1612196030.409,97,2,2,2
1612196231.589,98,2,2,2
1612196411.605,99,2,2,2
1612196545.719,100,2,2,2
1612196906.959,100,3,2,0
1612197506.936,99,3,2,0
1612198106.92,99,3,2,0
1612198701.522,98,3,2,0
1612198706.916,98,3,2,0
1612198868.885,97,3,2,0
1612199906.92,96,3,2,0
1612200506.917,95,3,2,0
1612201281.728,94,3,2,0
1612201706.996,94,3,2,0
1612202275.489,94,3,2,0
1612202906.916,93,3,2,0
1612203506.929,93,3,2,0
1612204106.964,92,3,2,0
1612204706.947,91,3,2,0
1612204993.262,91,3,2,0
1612205119.986,90,3,2,0
1612205906.933,89,3,2,0
1612206107.876,88,3,2,0
1612206272.827,87,3,2,0
1612206759.027,87,3,2,0
1612206910.072,86,3,2,0
1612207168.991,85,3,2,0
1612207641.464,84,3,2,0
1612207706.923,84,3,2,0
1612208844.94,83,3,2,0
1612209155.953,82,3,2,0
1612209457.347,81,3,2,0
1612209506.899,81,3,2,0
1612209743.479,80,3,2,0
1612210327.788,79,3,2,0
1612210405.027,79,3,2,0
1612210593.615,78,3,2,0
1612211050.93,77,3,2,0
1612211620.406,77,3,2,0
1612212506.92,77,3,2,0
1612213106.905,77,3,2,0
1612213453.076,76,3,2,0
1612214306.919,76,3,2,0
1612214906.921,76,3,2,0
1612215421.899,75,3,2,0
1612215951.671,74,3,2,0
1612216706.955,73,3,2,0
1612217906.921,73,3,2,0
1612218199.07,72,3,2,0
1612218506.92,72,3,2,0
1612219706.923,71,3,2,0
1612220306.925,71,3,2,0
1612221332.048,70,3,2,0
1612221823.676,68,3,2,0
1612222107.223,67,3,2,0
1612222115.841,67,3,2,1
1612222116.23,67,2,2,1
1612222175.71,68,2,2,1
1612222235.688,69,2,2,1
1612222278.313,70,2,2,1
1612222355.707,71,2,2,1
1612222475.687,72,2,2,1
1612222535.711,73,2,2,1
1612222595.704,74,2,2,1
1612222655.698,75,2,2,1
1612222775.703,76,2,2,1
1612222835.7,77,2,2,1
1612222955.713,78,2,2,1
1612222983.566,78,2,2,1
1612223075.703,79,2,2,1
1612223135.708,80,2,2,1
1612223255.701,81,2,2,1
1612223315.686,82,2,2,1
1612223435.762,83,2,2,1
1612223495.7,84,2,2,1
1612223615.707,85,2,2,1
1612223717.116,86,2,2,1
1612223795.689,87,2,2,1
1612223855.682,88,2,2,1
1612223872.306,88,2,2,1
1612223915.709,89,2,2,1
1612224035.707,90,2,2,1
1612224215.704,91,2,2,1
1612224333.136,92,2,2,1
1612224455.69,93,2,2,1
1612224548.045,94,2,2,1
1612224692.793,95,2,2,1
1612224815.705,96,2,2,1
1612224935.708,97,2,2,1
1612225069.576,98,2,2,1
1612225175.693,99,2,2,1
1612225228.613,100,2,2,1
1612225660.594,100,2,2,1
1612226615.708,100,2,2,1
1612227515.711,100,2,2,1
1612228171.721,100,5,2,1
1612228415.689,100,5,2,1
1612229315.712,100,5,2,1
1612230215.693,100,5,2,1
1612231115.691,100,5,2,1
1612232015.702,100,5,2,1
1612232915.698,100,5,2,1
1612233815.685,100,5,2,1
1612234715.697,100,5,2,1
1612235615.702,100,5,2,1
1612236515.706,100,5,2,1
1612237415.687,100,5,2,1
1612238315.698,100,5,2,1
1612239215.698,100,5,2,1
1612240115.683,100,5,2,1
1612241015.704,100,5,2,1
1612241915.681,100,5,2,1
1612242815.71,100,5,2,1
1612243715.683,100,5,2,1
1612244615.701,100,5,2,1
1612245515.704,100,5,2,1
1612246415.7,100,5,2,1
1612247315.703,100,5,2,1
1612248215.7,100,5,2,1
1612249115.689,100,5,2,1
1612250015.681,100,5,2,1
1612250915.688,100,5,2,1
1612251244.606,100,3,2,0
1612251767.036,99,3,2,0
1612251995.789,98,3,2,0
1612252244.024,97,3,2,0
1612252678.077,97,3,2,0
1612253044.594,96,3,2,0
1612253644.591,96,3,2,0
1612253848.323,95,3,2,0
1612254844.62,94,3,2,0
1612255504.739,93,3,2,0
1612256044.614,92,3,2,0
1612256400.662,92,3,2,0
1612257844.592,91,3,2,0
1612258444.588,91,3,2,0
1612258985.128,91,3,2,0
1612260149.157,90,3,2,0
1612261444.581,90,3,2,0
1612262044.577,90,3,2,0
1612262648.682,90,3,2,0
1612262649.545,90,3,2,2
1612262651.724,90,2,2,2
1612262769.436,91,2,2,2
1612262889.527,92,2,2,2
1612263009.481,93,2,2,2
1612263129.433,94,2,2,2
1612263249.433,95,2,2,2
1612263369.436,96,2,2,2
1612263549.519,97,2,2,2
1612263669.438,98,2,2,2
1612263847.359,99,2,2,2
1612263940.787,100,2,2,2
1612264361.0,100,2,2,2
1612265403.793,100,2,2,2
1612266158.696,100,2,2,2
1612266837.304,100,5,2,2
1612267089.428,100,5,2,2
1612267989.426,100,5,2,2
1612268889.431,100,5,2,2
1612269789.418,100,5,2,2
1612270749.428,100,5,2,2
1612271589.413,100,5,2,2
1612272489.422,100,5,2,2
1612273389.435,100,5,2,2
1612274349.42,100,5,2,2
1612275189.437,100,5,2,2
1612276149.432,100,5,2,2
1612276989.417,100,5,2,2
1612277949.426,100,5,2,2
1612278789.427,100,5,2,2
1612279809.429,100,5,2,2
1612280589.415,100,5,2,2
1612281489.434,100,5,2,2
1612282389.415,100,5,2,2
1612283289.429,100,5,2,2
1612284189.409,100,5,2,2
1612285089.429,100,5,2,2
1612285989.432,100,5,2,2
1612286889.432,100,5,2,2
1612287789.426,100,5,2,2
1612288689.429,100,5,2,2
1612289589.432,100,5,2,2
1612290489.429,100,5,2,2
1612291389.431,100,5,2,2
1612292289.423,100,5,2,2
1612293189.409,100,5,2,2
1612294089.43,100,5,2,2
1612294989.417,100,5,2,2
1612295889.427,100,5,2,2
1612296789.437,100,5,2,2
1612297869.504,100,5,2,2
1612298589.427,100,5,2,2
1612299489.414,100,5,2,2
1612300389.439,100,5,2,2
1612301289.43,100,5,2,2
1612302189.434,100,5,2,2
1612303149.433,100,5,2,2
1612303989.433,100,5,2,2
1612304366.24,100,3,2,0
1612304544.907,100,3,2,1
1612304546.183,100,2,2,1
1612304904.808,100,2,2,1
1612305271.991,100,5,2,1
1612305804.819,100,5,2,1
1612306704.8,100,5,2,1
1612307604.819,100,5,2,1
1612308504.822,100,5,2,1
1612309404.804,100,5,2,1
1612310304.825,100,5,2,1
1612311204.826,100,5,2,1
1612312104.818,100,5,2,1
1612313004.821,100,5,2,1
1612313904.809,100,5,2,1
1612314804.806,100,5,2,1
1612315704.831,100,5,2,1
1612316604.809,100,5,2,1
1612317504.828,100,5,2,1
1612318404.803,100,5,2,1
1612319304.836,100,5,2,1
1612320204.826,100,5,2,1
1612321104.809,100,5,2,1
1612322124.819,100,5,2,1
1612322904.806,100,5,2,1
1612323804.831,100,5,2,1
1612324704.803,100,5,2,1
1612325604.822,100,5,2,1
1612326504.804,100,5,2,1
1612327404.817,100,5,2,1
1612328304.804,100,5,2,1
1612329204.819,100,5,2,1
1612330104.808,100,5,2,1
1612331004.82,100,5,2,1
1612331964.818,100,5,2,1
1612332804.827,100,5,2,1
1612333704.822,100,5,2,1
1612334604.801,100,5,2,1
1612335074.055,100,3,2,0
1612335673.99,99,3,2,0
1612336200.403,98,3,2,0
1612336501.771,98,3,2,0
1612336874.015,97,3,2,0
1612337473.981,97,3,2,0
1612337797.159,96,3,2,0
1612338223.952,96,3,2,0
1612338577.269,95,3,2,0
1612339273.983,95,3,2,0
1612339663.209,94,3,2,0
1612340473.97,94,3,2,0
1612341074.009,93,3,2,0
1612341673.985,93,3,2,0
1612341830.47,93,3,2,0
1612342267.474,92,3,2,0
1612342873.981,92,3,2,0
1612343473.957,91,3,2,0
1612344073.963,91,3,2,0
1612344673.982,90,3,2,0
1612345500.489,90,3,2,0
1612346473.98,90,3,2,0
1612347074.021,89,3,2,0
1612347518.284,89,3,2,0
1612348274.006,88,3,2,0
1612349100.594,87,3,2,0
1612349992.35,87,3,2,0
1612350674.061,86,3,2,0
1612351273.973,86,3,2,0
1612351874.013,85,3,2,0
1612353073.979,85,3,2,0
1612353673.978,85,3,2,0
1612354059.264,84,3,2,0
1612354873.968,84,3,2,0
1612355473.962,84,3,2,0
1612355799.422,83,3,2,0
1612356313.212,83,3,2,0
1612356623.804,82,3,2,0
1612357873.982,82,3,2,0
1612358473.984,82,3,2,0
1612359225.3,81,3,2,0
1612360273.976,81,3,2,0
1612360873.999,80,3,2,0
1612360943.324,80,3,2,0
1612362073.984,80,3,2,0
1612362479.48,79,3,2,0
1612362673.995,79,3,2,0
1612363155.859,78,3,2,0
1612363873.964,78,3,2,0
1612365073.998,78,3,2,0
1612365673.977,78,3,2,0
1612366242.218,77,3,2,0
1612367055.655,77,3,2,0
1612368073.981,77,3,2,0
1612369201.373,76,3,2,0
1612369873.981,76,3,2,0
1612371073.959,76,3,2,0
1612371618.152,75,3,2,0
1612371673.978,75,3,2,0
1612372662.672,75,3,2,0
1612373473.978,75,3,2,0
1612374583.117,74,3,2,0
1612375873.984,74,3,2,0
1612376473.97,73,3,2,0
1612377673.989,73,3,2,0
1612378273.997,73,3,2,0
1612378829.745,73,3,2,0
1612379473.971,72,3,2,0
1612379650.678,72,3,2,0
1612380416.482,71,3,2,0
1612380595.945,71,3,2,0
1612381274.016,70,3,2,0
1612381642.245,70,3,2,0
1612382473.987,69,3,2,0
1612383226.808,69,3,2,0
1612383674.002,68,3,2,0
1612384273.965,68,3,2,0
1612385473.979,68,3,2,0
1612386073.978,68,3,2,0
1612386674.017,67,3,2,0
1612387273.983,67,3,2,0
1612387873.993,66,3,2,0
1612388925.518,66,3,2,0
1612389673.989,66,3,2,0
1612390274.01,65,3,2,0
1612390873.99,65,3,2,0
1612392073.988,65,3,2,0
1612392673.987,65,3,2,0
1612393273.965,65,3,2,0
1612393546.425,64,3,2,0
1612393873.999,63,3,2,0
1612394224.674,63,3,2,0
1612394751.593,62,3,2,0
1612394942.517,61,3,2,0
1612394949.475,61,3,2,1
1612394949.935,61,2,2,1
1612395009.368,62,2,2,1
1612395048.376,63,2,2,1
1612395117.357,64,2,2,1
1612395189.373,65,2,2,1
1612395269.662,66,2,2,1
1612395331.176,67,2,2,1
1612395401.542,68,2,2,1
1612395471.843,69,2,2,1
1612395542.142,70,2,2,1
1612395609.359,71,2,2,1
1612395729.371,72,2,2,1
1612395769.243,73,2,2,1
1612395832.251,74,2,2,1
1612395909.367,75,2,2,1
1612395993.481,76,2,2,1
1612396074.067,77,2,2,1
1612396169.312,78,2,2,1
1612396269.353,79,2,2,1
1612396336.278,80,2,2,1
1612396449.371,81,2,2,1
1612396509.375,82,2,2,1
1612396629.382,83,2,2,1
1612396689.356,84,2,2,1
1612396809.381,85,2,2,1
1612396927.934,86,2,2,1
1612396989.351,87,2,2,1
1612397049.374,88,2,2,1
1612397109.384,89,2,2,1
1612397229.377,90,2,2,1
1612397289.356,91,2,2,1
1612397336.533,92,2,2,1
1612397469.371,93,2,2,1
1612397509.293,94,2,2,1
1612397573.274,94,2,2,1
1612397649.377,95,2,2,1
1612397700.62,96,2,2,1
1612397889.381,97,2,2,1
1612398009.38,98,2,2,1
1612398129.925,99,2,2,1
1612398226.854,100,2,2,1
1612398489.367,100,2,2,1
1612399389.378,100,2,2,1
1612400289.352,100,2,2,1
1612401122.29,100,5,2,1
1612401189.373,100,5,2,1
1612402089.374,100,5,2,1
1612402989.357,100,5,2,1
1612403889.356,100,5,2,1
1612404789.374,100,5,2,1
1612405689.373,100,5,2,1
1612406589.358,100,5,2,1
1612407489.368,100,5,2,1
1612408389.356,100,5,2,1
1612409289.372,100,5,2,1
1612410189.37,100,5,2,1
1612411089.36,100,5,2,1
1612411989.358,100,5,2,1
1612412889.377,100,5,2,1
1612413789.357,100,5,2,1
1612414689.374,100,5,2,1
1612415589.361,100,5,2,1
1612416489.37,100,5,2,1
1612417389.367,100,5,2,1
1612418349.37,100,5,2,1
1612419429.366,100,5,2,1
1612420089.363,100,5,2,1
1612420989.371,100,5,2,1
1612421650.831,100,3,2,0
1612422009.803,100,3,2,0
1612422250.736,99,3,2,0
1612422850.715,99,3,2,0
1612423084.663,98,3,2,0
1612423450.733,97,3,2,0
1612423776.923,97,3,2,0
1612424279.224,96,3,2,0
1612424650.725,96,3,2,0
1612425639.454,95,3,2,0
1612425640.846,95,3,2,0
1612426450.726,95,3,2,0
1612427650.753,94,3,2,0
1612428850.72,94,3,2,0
1612429070.86,94,3,2,0
1612429118.395,93,3,2,0
1612430650.731,92,3,2,0
1612431201.598,92,3,2,0
1612432450.721,92,3,2,0
1612432800.761,92,3,2,0
1612433017.21,91,3,2,0
1612434250.724,91,3,2,0
1612434850.726,91,3,2,0
1612435450.747,90,3,2,0
1612436262.149,90,3,2,0
1612437850.728,90,3,2,0
1612438450.766,89,3,2,0
1612439050.721,89,3,2,0
1612440096.716,89,3,2,0
1612440888.725,89,3,2,0
1612441401.474,88,3,2,0
1612441686.084,88,3,2,0
1612442050.767,87,3,2,0
1612442560.508,87,3,2,0
1612442564.378,87,3,2,2
1612442564.842,87,2,2,2
1612442644.409,88,2,2,2
1612442698.437,89,2,2,2
1612442864.279,90,2,2,2
1612443044.277,91,2,2,2
1612443104.271,92,2,2,2
1612443284.252,93,2,2,2
1612443404.3,94,2,2,2
1612443487.758,94,2,2,2
1612443584.251,95,2,2,2
1612443704.281,96,2,2,2
1612443944.276,97,2,2,2
1612444124.275,98,2,2,2
1612444244.28,99,2,2,2
1612444364.689,99,2,2,2
1612444401.901,100,2,2,2
1612445261.058,100,2,2,2
1612446159.135,100,2,2,2
1612447064.268,100,2,2,2
1612447280.822,100,5,2,2
1612447964.255,100,5,2,2
1612448864.256,100,5,2,2
1612449764.275,100,5,2,2
1612450664.25,100,5,2,2
1612451344.125,100,3,2,0
1612451919.017,99,3,2,0
1612452203.719,97,3,2,0
1612452544.002,97,3,2,0
1612453437.611,97,3,2,0
1612453661.251,96,3,2,0
1612454343.997,95,3,2,0
1612454914.16,94,3,2,0
1612455235.071,94,3,2,0
1612455832.211,93,3,2,0
1612456114.073,92,3,2,0
1612456384.64,91,3,2,0
1612456586.383,90,3,2,0
1612457327.296,89,3,2,0
1612457943.983,89,3,2,0
1612458378.704,88,3,2,0
1612458544.004,88,3,2,0
1612459558.407,87,3,2,0
1612460073.434,86,3,2,0
1612460344.006,86,3,2,0
1612460734.361,85,3,2,0
1612461185.396,84,3,2,0
1612461265.872,84,3,2,0
1612461475.711,83,3,2,0
1612461631.041,82,3,2,0
1612462144.004,82,3,2,0
1612462344.624,81,3,2,0
1612463155.486,81,3,2,0
1612463469.503,80,3,2,0
1612463847.158,79,3,2,0
1612463939.774,79,3,2,0
1612464544.061,78,3,2,0
1612465143.981,78,3,2,0
1612465743.984,78,3,2,0
1612466121.684,77,3,2,0
1612466671.902,77,3,2,0
1612467107.858,76,3,2,0
1612467543.988,76,3,2,0
1612468144.052,75,3,2,0
1612468722.914,75,3,2,0
1612469388.023,75,3,2,0
1612470544.031,74,3,2,0
1612471437.166,74,3,2,0
1612471743.996,73,3,2,0
1612472343.996,73,3,2,0
1612473544.007,73,3,2,0
1612474144.005,73,3,2,0
1612474744.038,72,3,2,0
1612475343.985,72,3,2,0
1612475676.366,72,3,2,0
1612475944.046,71,3,2,0
1612476769.451,71,3,2,0
1612477744.003,70,3,2,0
1612478937.685,69,3,2,0
1612479494.395,69,3,2,0
1612480144.034,68,3,2,0
1612480640.8,68,3,2,0
1612481344.005,68,3,2,0
1612481509.781,67,3,2,0
1612481518.252,67,3,2,1
1612481518.739,67,2,2,1
1612481562.558,68,2,2,1
1612481608.301,69,2,2,1
1612481638.166,70,2,2,1
1612481738.754,71,2,2,1
1612481818.15,72,2,2,1
1612481878.153,73,2,2,1
1612481938.142,73,2,2,1
1612481998.142,74,2,2,1
1612482058.134,75,2,2,1
1612482210.348,76,2,2,1
1612482289.652,77,2,2,1
1612482417.875,78,2,2,1
1612482550.379,79,2,2,1
1612482658.176,80,2,2,1
1612482778.17,81,2,2,1
1612482838.137,81,2,2,1
1612482889.283,82,2,2,1
1612483001.223,83,2,2,1
1612483119.086,84,2,2,1
1612483234.03,85,2,2,1
1612483395.963,86,2,2,1
1612483498.136,87,2,2,1
1612483678.159,88,2,2,1
1612483738.139,88,2,2,1
1612483783.433,89,2,2,1
1612483918.165,90,2,2,1
1612484033.089,91,2,2,1
1612484080.104,92,2,2,1
1612484189.621,93,2,2,1
1612484246.539,94,2,2,1
1612484398.141,95,2,2,1
1612484518.141,96,2,2,1
1612484605.785,96,2,2,1
1612484638.153,97,2,2,1
1612484818.154,98,2,2,1
1612484938.159,99,2,2,1
1612485003.426,100,2,2,1
1612485538.161,100,2,2,1
1612486438.158,100,2,2,1
1612487338.16,100,2,2,1
1612487463.935,100,5,2,1
1612488238.16,100,5,2,1
1612489138.159,100,5,2,1
1612490038.153,100,5,2,1
1612490938.158,100,5,2,1
1612491838.139,100,5,2,1
1612492738.164,100,5,2,1
1612493638.137,100,5,2,1
1612494538.152,100,5,2,1
1612495438.15,100,5,2,1
1612496338.162,100,5,2,1
1612497238.138,100,5,2,1
1612498138.161,100,5,2,1
1612499038.152,100,5,2,1
1612499938.153,100,5,2,1
1612500838.157,100,5,2,1
1612501738.158,100,5,2,1
1612502638.135,100,5,2,1
1612503538.163,100,5,2,1
1612504438.152,100,5,2,1
1612505338.148,100,5,2,1
1612506238.134,100,5,2,1
1612506660.018,100,3,2,0
1612506762.597,100,3,2,2
1612506763.026,100,2,2,2
1612506764.342,100,5,2,2
1612507122.49,100,5,2,2
1612508022.504,100,5,2,2
1612508922.507,100,5,2,2
1612509822.507,100,5,2,2
1612510722.512,100,5,2,2
1612511622.508,100,5,2,2
1612512522.487,100,5,2,2
1612513422.497,100,5,2,2
1612514322.489,100,5,2,2
1612515222.493,100,5,2,2
1612516122.509,100,5,2,2
1612517022.493,100,5,2,2
1612517922.501,100,5,2,2
1612518822.511,100,5,2,2
1612519722.523,100,5,2,2
1612520622.507,100,5,2,2
1612521522.49,100,5,2,2
1612522422.508,100,5,2,2
1612523322.508,100,5,2,2
1612524222.508,100,5,2,2
1612525122.493,100,5,2,2
1612526022.509,100,5,2,2
1612526922.511,100,5,2,2
1612527822.507,100,5,2,2
1612528722.504,100,5,2,2
1612529622.639,100,5,2,2
1612530522.51,100,5,2,2
1612531422.504,100,5,2,2
1612532322.503,100,5,2,2
1612533222.516,100,5,2,2
1612534122.511,100,5,2,2
1612535022.507,100,5,2,2
1612535922.491,100,5,2,2
1612536822.507,100,5,2,2
1612537722.506,100,5,2,2
1612538622.503,100,5,2,2
1612539522.483,100,5,2,2
1612540422.506,100,5,2,2
1612540969.053,100,3,2,0
1612541569.0,99,3,2,0
1612541975.81,98,3,2,0
1612542158.318,97,3,2,0
1612542247.132,96,3,2,0
1612542383.309,95,3,2,0
1612542476.818,94,3,2,0
1612542586.541,93,3,2,0
1612542794.008,92,3,2,0
1612542988.736,91,3,2,0
1612543121.842,90,3,2,0
1612544568.968,90,3,2,0
1612545168.964,90,3,2,0
1612545694.544,89,3,2,0
1612546368.988,89,3,2,0
1612546968.951,89,3,2,0
1612548168.97,89,3,2,0
1612548653.727,89,3,2,0
1612548928.92,88,3,2,0
1612549707.108,87,3,2,0
1612550568.967,87,3,2,0
1612551661.312,87,3,2,0
1612552369.003,86,3,2,0
1612553123.443,86,3,2,0
1612553481.015,85,3,2,0
1612554425.885,85,3,2,0
1612554594.788,84,3,2,0
1612554854.797,84,3,2,0
1612555738.968,84,3,2,0
1612556914.422,83,3,2,0
1612557768.971,83,3,2,0
1612558329.348,82,3,2,0
1612558968.971,82,3,2,0
1612559443.235,82,3,2,0
1612559501.001,81,3,2,0
1612560222.684,81,3,2,0
1612560769.001,80,3,2,0
1612561204.236,80,3,2,0
1612561463.554,80,3,2,2
1612561463.985,80,2,2,2
1612561503.348,81,2,2,2
1612561587.435,82,2,2,2
1612561749.653,83,2,2,2
1612561883.451,84,2,2,2
1612562003.505,85,2,2,2
1612562123.443,86,2,2,2
1612562222.22,87,2,2,2
1612562363.444,88,2,2,2
1612562483.447,89,2,2,2
1612562663.45,90,2,2,2
1612562903.443,90,2,2,2
1612562963.448,91,2,2,2
1612563047.671,92,2,2,2
1612563323.454,93,2,2,2
1612563423.791,94,2,2,2
1612563623.442,95,2,2,2
1612563712.519,96,2,2,2
1612563803.443,96,2,2,2
1612563923.449,97,2,2,2
1612564043.448,98,2,2,2
1612564223.463,99,2,2,2
1612564319.012,100,2,2,2
1612564698.074,100,2,2,2
1612565598.033,100,2,2,2
1612566503.447,100,2,2,2
1612567396.41,100,2,2,2
1612567542.666,100,5,2,2
1612568303.453,100,5,2,2
1612569203.455,100,5,2,2
1612570103.451,100,5,2,2
1612571003.451,100,5,2,2
1612571903.452,100,5,2,2
1612572803.488,100,5,2,2
1612573703.449,100,5,2,2
1612574603.447,100,5,2,2
1612575503.43,100,5,2,2
1612576403.451,100,5,2,2
1612577303.452,100,5,2,2
1612578203.446,100,5,2,2
1612579103.451,100,5,2,2
1612580003.455,100,5,2,2
1612580903.443,100,5,2,2
1612581803.446,100,5,2,2
1612582703.449,100,5,2,2
1612583603.445,100,5,2,2
1612584503.448,100,5,2,2
1612585403.443,100,5,2,2
1612586303.45,100,5,2,2
1612587203.443,100,5,2,2
1612588103.444,100,5,2,2
1612589003.447,100,5,2,2
1612589903.448,100,5,2,2
1612590803.445,100,5,2,2
1612591703.451,100,5,2,2
1612592603.445,100,5,2,2
1612593503.432,100,5,2,2
1612594403.442,100,5,2,2
1612595303.449,100,5,2,2
1612596203.439,100,5,2,2
1612597103.442,100,5,2,2
1612598003.443,100,5,2,2
1612598903.443,100,5,2,2
1612599803.444,100,5,2,2
1612600703.442,100,5,2,2
1612601603.447,100,5,2,2
1612602503.445,100,5,2,2
1612603403.445,100,5,2,2
1612604303.449,100,5,2,2
1612605203.446,100,5,2,2
1612606103.443,100,5,2,2
1612607003.446,100,5,2,2
1612607903.506,100,5,2,2
1612608803.453,100,5,2,2
1612609703.444,100,5,2,2
1612610603.442,100,5,2,2
1612611503.445,100,5,2,2
1612612403.43,100,5,2,2
1612613303.434,100,5,2,2
1612614203.45,100,5,2,2
1612615103.429,100,5,2,2
1612616003.452,100,5,2,2
1612616903.446,100,5,2,2
1612617803.451,100,5,2,2
1612618703.438,100,5,2,2
1612619583.726,100,3,2,0
1612619867.524,100,3,2,0
1612619917.266,99,3,2,0
1612620783.604,98,3,2,0
1612621319.978,97,3,2,0
1612621698.715,96,3,2,0
1612622417.967,96,3,2,0
1612622682.408,95,3,2,0
1612623617.953,95,3,2,0
1612623641.855,94,3,2,0
1612624383.607,94,3,2,0
1612624983.632,93,3,2,0
1612625583.629,93,3,2,0
1612626183.628,93,3,2,0
1612626494.748,92,3,2,0
1612627383.6,92,3,2,0
1612627986.119,92,3,2,0
1612628772.741,92,3,2,0
1612629183.631,91,3,2,0
